V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,y
39.92,6.21,2,11,4,0.04,1,1,1,0,2,200,301,1,-1.0,0.008214927278459072,5.210000038146973,-27932.515625,0.3732945919036865,3.4028234663852886e+38,1
19.67,0.21,2,11,8,0.29,1,1,11,0,2,80,100,1,-1.0,0.008214927278459072,-10.789999961853027,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,0
19.17,8.585,2,13,8,0.75,1,1,7,0,2,96,1,1,-1.0,0.008214927278459072,1.5850000381469729,-3436.144287109375,0.10416561365127563,3.4028234663852886e+38,0
34.75,2.5,2,13,5,0.5,0,0,0,0,2,348,1,0,0.0,0.008214927278459072,2.5,-100088.734375,0.07710308581590652,3.4028234663852886e+38,1
34.25,1.75,2,9,5,0.25,1,0,0,1,2,163,1,0,1.0,0.02233048714697361,1.75,-16738.4609375,0.047089971601963036,3.4028234663852886e+38,1
20.67,1.25,1,8,8,1.375,1,1,3,1,2,140,211,0,1.0,0.02233048714697361,-1.75,-11159.9931640625,3.402823466385289e+38,3.4028234663852886e+38,1
30.25,5.5,2,4,4,5.5,0,0,0,1,1,100,1,0,1.0,0.02233048714697361,5.5,-3978.3125,0.05277208238840103,3.4028234663852886e+38,0
24.5,12.75,2,8,5,4.75,1,1,2,0,2,73,445,1,-1.0,0.008214927278459072,10.75,-939.6777954101562,0.5371078848838806,3.4028234663852886e+38,0
29.83,3.5,2,8,4,0.165,0,0,0,0,2,216,1,0,0.0,0.008214927278459072,3.5,-33621.1875,0.1054162085056305,3.4028234663852886e+38,1
27.67,13.75,2,9,4,5.75,1,0,0,1,2,487,501,1,0.0,0.02233048714697361,13.75,-207750.078125,0.5927732586860657,3.4028234663852886e+38,1
33.58,2.75,2,7,4,4.25,1,1,6,0,2,204,1,1,-1.0,0.008214927278459072,-3.25,-29306.68359375,3.402823466385289e+38,3.4028234663852886e+38,1
17.5,22.0,3,1,7,0.0,0,0,0,1,3,450,100001,1,0.0,0.02233048714697361,22.0,-175318.015625,1.9002668857574463,3.4028234663852886e+38,1
48.75,26.335,1,1,1,0.0,1,0,0,1,2,0,1,0,1.0,0.02233048714697361,26.334999084472656,-24.109865188598636,0.2752362191677093,3.4028234663852886e+38,1
22.67,1.585,1,9,4,3.085,1,1,6,0,2,80,1,1,-1.0,0.008214927278459072,-4.414999961853027,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,1
41.5,1.54,2,3,5,3.5,0,0,0,0,2,216,1,1,-1.0,0.008214927278459072,1.5399999618530271,-33621.1875,0.09765175729990004,3.4028234663852886e+38,1
23.08,0.0,2,4,4,1.0,0,1,11,0,1,0,1,0,0.0,0.008214927278459072,-11.0,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,1
31.75,3.0,1,5,3,0.0,0,0,0,0,2,160,21,0,0.0,0.008214927278459072,3.0,-15950.833984375,0.09244489669799803,3.4028234663852886e+38,0
43.25,25.21,2,11,8,0.21,1,1,1,0,2,760,91,0,0.0,0.008214927278459072,24.209999084472656,-531676.0625,0.26815667748451233,3.4028234663852886e+38,1
56.58,18.5,2,2,5,15.0,1,1,17,1,2,0,1,1,0.0,0.02233048714697361,1.5,-24.109865188598636,0.09169984608888626,3.4028234663852886e+38,1
41.17,1.335,2,2,4,0.165,0,0,0,0,2,168,1,0,0.0,0.008214927278459072,1.3350000381469729,-18091.169921875,0.024312693625688556,3.4028234663852886e+38,1
38.25,6.0,2,4,4,1.0,1,0,0,1,2,0,1,1,0.0,0.02233048714697361,6.0,-24.109865188598636,0.4052236974239349,3.4028234663852886e+38,0
28.17,0.585,2,6,4,0.04,0,0,0,0,2,260,1005,0,0.0,0.008214927278459072,0.5849999785423279,-51905.03515625,-0.04511484876275063,3.4028234663852886e+38,0
44.33,0.5,2,3,8,5.0,1,0,0,1,2,320,1,1,0.0,0.02233048714697361,0.5,-83077.5546875,-0.15676192939281464,3.4028234663852886e+38,1
24.17,0.875,2,11,4,4.625,1,1,2,1,2,520,2001,1,0.0,0.02233048714697361,-1.125,-238985.96875,3.402823466385289e+38,3.4028234663852886e+38,1
42.75,4.085,2,6,4,0.04,0,0,0,0,2,108,101,0,0.0,0.008214927278459072,4.0850000381469735,-5158.64892578125,0.11842185258865355,3.4028234663852886e+38,1
41.33,1.0,2,3,5,2.25,1,0,0,1,2,0,301,1,0.0,0.02233048714697361,1.0,-24.109865188598636,0.0,3.4028234663852886e+38,0
45.33,1.0,2,11,4,0.125,0,0,0,1,2,263,1,0,1.0,0.02233048714697361,1.0,-53292.6640625,0.0,3.4028234663852886e+38,0
17.92,0.205,2,6,4,0.04,0,0,0,0,2,280,751,0,0.0,0.008214927278459072,0.20499999821186066,-61495.87890625,-0.13335150480270386,3.4028234663852886e+38,1
76.75,22.29,2,10,9,12.75,1,1,1,1,2,0,110,1,0.0,0.02233048714697361,21.290000915527344,-24.109865188598636,0.6916499733924866,3.4028234663852886e+38,1
21.17,0.875,1,8,8,0.25,0,0,0,0,2,280,205,0,0.0,0.008214927278459072,0.875,-61495.87890625,-0.011236261576414108,3.4028234663852886e+38,1
21.0,3.0,1,2,4,1.085,1,1,8,1,2,160,2,1,0.0,0.02233048714697361,-5.0,-15950.833984375,3.402823466385289e+38,3.4028234663852886e+38,1
20.83,0.5,1,10,2,1.0,0,0,0,0,2,260,1,0,0.0,0.008214927278459072,0.5,-51905.03515625,-0.05832623317837715,3.4028234663852886e+38,0
19.0,0.0,1,1,1,0.0,0,1,4,0,2,45,2,0,0.0,0.008214927278459072,-4.0,671.4989624023438,3.402823466385289e+38,3.4028234663852886e+38,1
18.92,9.0,2,6,4,0.75,1,1,2,0,2,88,592,1,-1.0,0.008214927278459072,7.0,-2447.80810546875,0.44008639454841614,3.4028234663852886e+38,0
22.83,3.0,2,7,4,1.29,1,1,1,0,2,260,801,1,-1.0,0.008214927278459072,2.0,-51905.03515625,0.15676192939281464,3.4028234663852886e+38,1
28.58,1.665,2,11,4,2.415,1,0,0,1,2,440,1,0,1.0,0.02233048714697361,1.6649999618530271,-167022.59375,0.04290023818612099,3.4028234663852886e+38,0
43.17,2.25,2,3,5,0.75,1,0,0,0,2,560,1,0,0.0,0.008214927278459072,2.25,-279767.65625,0.0682373195886612,3.4028234663852886e+38,1
54.33,6.75,2,8,8,2.625,1,1,11,1,2,0,285,1,0.0,0.02233048714697361,-4.25,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,1
33.58,0.25,2,3,5,4.0,0,0,0,1,1,420,1,0,1.0,0.02233048714697361,0.25,-151031.765625,-0.04291404411196709,3.4028234663852886e+38,1
16.33,0.21,2,6,4,0.125,0,0,0,0,2,200,2,0,0.0,0.008214927278459072,0.20999999344348907,-27932.515625,-0.13132376968860626,3.4028234663852886e+38,0
20.33,10.0,2,8,8,1.0,1,1,4,0,2,50,1466,1,-1.0,0.008214927278459072,6.0,498.788818359375,0.4052236974239349,3.4028234663852886e+38,0
31.25,2.835,2,1,1,0.0,0,1,5,0,2,176,147,0,0.0,0.008214927278459072,-2.164999961853028,-20359.505859375,3.402823466385289e+38,3.4028234663852886e+38,1
22.42,5.665,2,11,4,2.585,1,1,7,0,2,129,3258,1,-1.0,0.008214927278459072,-1.3350000381469729,-8866.03125,3.402823466385289e+38,3.4028234663852886e+38,0
36.67,2.0,2,3,4,0.25,0,0,0,1,2,221,1,0,1.0,0.02233048714697361,2.0,-35503.8984375,0.05832623317837715,3.4028234663852886e+38,1
22.08,2.335,2,4,4,0.75,0,0,0,0,2,180,1,0,0.0,0.008214927278459072,2.3350000381469727,-21541.673828125,0.07135763019323349,3.4028234663852886e+38,1
40.33,7.54,1,11,8,8.0,1,1,14,0,2,0,2301,1,-1.0,0.008214927278459072,-6.460000038146973,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,0
23.0,11.75,2,14,8,0.5,1,1,2,1,2,300,552,1,0.0,0.02233048714697361,9.75,-71886.71875,0.5150259733200073,3.4028234663852886e+38,0
51.83,3.0,1,1,1,1.5,0,0,0,0,2,180,5,0,0.0,0.008214927278459072,3.0,-21541.673828125,0.09244489669799803,3.4028234663852886e+38,1
41.33,0.0,2,8,5,15.0,1,0,0,0,2,0,1,1,-1.0,0.008214927278459072,0.0,-24.109865188598636,-3.402823466385289e+38,3.4028234663852886e+38,1
44.25,0.5,2,7,4,10.75,1,0,0,0,1,400,1,0,0.0,0.008214927278459072,0.5,-135840.921875,-0.021457022055983543,3.4028234663852886e+38,1
31.33,19.5,2,8,4,7.0,1,1,16,0,2,0,5001,1,-1.0,0.008214927278459072,3.5,-24.109865188598636,0.2833244502544403,3.4028234663852886e+38,1
16.92,0.335,1,4,4,0.29,0,0,0,0,1,200,1,0,0.0,0.008214927278459072,0.3350000083446503,-27932.515625,-0.033854179084300995,3.4028234663852886e+38,1
29.5,1.085,1,14,4,1.0,0,0,0,0,2,280,14,0,0.0,0.008214927278459072,1.0850000381469729,-61495.87890625,0.0068647111766040325,3.4028234663852886e+38,0
52.5,7.0,2,6,8,3.0,0,0,0,0,2,0,1,0,0.0,0.008214927278459072,7.0,-24.109865188598636,0.16374243795871735,3.4028234663852886e+38,0
33.0,2.5,1,9,4,7.0,0,0,0,1,2,280,1,0,1.0,0.02233048714697361,2.5,-61495.87890625,0.07710308581590652,3.4028234663852886e+38,1
32.08,4.0,1,13,4,1.5,0,0,0,1,2,120,1,0,1.0,0.02233048714697361,4.0,-7169.15283203125,0.1166524663567543,3.4028234663852886e+38,1
20.08,0.125,2,11,4,1.0,0,1,1,0,2,240,769,1,-1.0,0.008214927278459072,-0.875,-43114.1953125,3.402823466385289e+38,3.4028234663852886e+38,0
56.0,12.5,2,4,8,8.0,1,0,0,1,2,24,2029,1,0.0,0.02233048714697361,12.5,850.8815307617188,0.571217954158783,3.4028234663852886e+38,1
32.25,1.5,2,8,4,0.25,0,0,0,1,2,372,123,0,1.0,0.02233048714697361,1.5,-115917.7421875,0.0341186597943306,3.4028234663852886e+38,0
47.83,4.165,2,14,5,0.085,0,0,0,1,2,520,1,0,1.0,0.02233048714697361,4.1649999618530265,-238985.96875,0.12005385011434555,3.4028234663852886e+38,1
21.33,7.5,2,6,4,1.415,1,1,1,0,2,80,9801,1,-1.0,0.008214927278459072,6.5,-1587.471923828125,0.4233261346817017,3.4028234663852886e+38,1
37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,1,0.0,0.02233048714697361,5.5,-38223.69140625,0.3855452537536621,3.4028234663852886e+38,0
22.08,11.46,2,4,4,1.585,0,0,0,1,2,100,1213,0,1.0,0.02233048714697361,11.460000038146973,-3978.3125,0.20522290468215945,3.4028234663852886e+38,1
52.5,6.5,2,4,4,6.29,1,1,15,0,2,0,11203,1,-1.0,0.008214927278459072,-8.5,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,1
21.5,11.5,2,3,4,0.5,1,0,0,1,2,100,69,0,1.0,0.02233048714697361,11.5,-3978.3125,0.2055160999298096,3.4028234663852886e+38,1
36.17,18.125,2,9,4,0.085,0,0,0,0,2,320,3553,0,0.0,0.008214927278459072,18.125,-83077.5546875,0.2437983453273773,3.4028234663852886e+38,1
34.25,3.0,2,13,8,7.415,1,0,0,1,2,0,1,1,0.0,0.02233048714697361,3.0,-24.109865188598636,0.2484617829322815,3.4028234663852886e+38,1
29.92,1.835,2,8,8,4.335,1,0,0,0,2,260,201,1,-1.0,0.008214927278459072,1.8350000381469729,-51905.03515625,0.13728897273540494,3.4028234663852886e+38,1
32.25,14.0,1,1,1,0.0,0,1,2,0,2,160,2,0,0.0,0.008214927278459072,12.0,-15950.833984375,0.20909735560417173,3.4028234663852886e+38,1
26.75,1.125,2,14,8,1.25,1,0,0,0,2,0,5299,1,-1.0,0.008214927278459072,1.125,-24.109865188598636,0.026637770235538483,3.4028234663852886e+38,1
30.42,1.375,2,9,8,0.04,0,1,3,0,2,0,34,0,0.0,0.008214927278459072,-1.625,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,0
39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,1,-1.0,0.008214927278459072,-8.375,-23374.92578125,3.402823466385289e+38,3.4028234663852886e+38,1
47.67,0.29,2,8,5,15.0,1,1,20,0,2,0,15001,1,-1.0,0.008214927278459072,-19.709999084472656,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,1
25.08,2.54,1,6,4,0.25,1,0,0,1,2,370,1,1,0.0,0.02233048714697361,2.539999961853028,-114554.65625,0.21081790328025815,3.4028234663852886e+38,0
18.67,5.0,2,11,4,0.375,1,1,2,0,2,0,39,0,0.0,0.008214927278459072,3.0,-24.109865188598636,0.09244489669799803,3.4028234663852886e+38,1
50.25,0.835,2,6,4,0.5,0,0,0,1,2,240,118,0,1.0,0.02233048714697361,0.8349999785423279,-43114.1953125,-0.015173682011663912,3.4028234663852886e+38,0
32.75,2.335,2,2,8,5.75,0,0,0,1,2,292,1,0,1.0,0.02233048714697361,2.3350000381469727,-67634.3828125,0.07135763019323349,3.4028234663852886e+38,1
21.92,0.54,1,14,4,0.04,1,1,1,1,2,840,60,1,0.0,0.02233048714697361,-0.4600000083446503,-654839.4375,3.402823466385289e+38,3.4028234663852886e+38,1
31.57,3.0,1,3,5,7.0,0,0,0,0,2,0,2,0,0.0,0.008214927278459072,3.0,-24.109865188598636,0.09244489669799803,3.4028234663852886e+38,1
58.33,10.0,2,11,4,4.0,1,1,14,0,2,0,1603,1,-1.0,0.008214927278459072,-4.0,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,0
40.92,0.835,2,1,1,0.0,1,0,0,0,2,130,2,0,0.0,0.008214927278459072,0.8349999785423279,-9064.5732421875,-0.015173682011663912,3.4028234663852886e+38,1
27.75,0.585,1,13,4,0.25,1,1,2,0,2,260,501,1,-1.0,0.008214927278459072,-1.4149999618530271,-51905.03515625,3.402823466385289e+38,3.4028234663852886e+38,1
23.58,0.585,1,1,1,0.125,0,0,0,0,2,120,88,0,0.0,0.008214927278459072,0.5849999785423279,-7169.15283203125,-0.04511484876275063,3.4028234663852886e+38,0
20.75,10.335,2,13,8,0.335,1,1,1,1,2,80,51,1,0.0,0.02233048714697361,9.335000038146973,-1587.471923828125,0.5051888227462769,3.4028234663852886e+38,0
49.58,19.0,2,1,1,0.0,1,1,1,0,2,94,1,0,0.0,0.008214927278459072,18.0,-3177.060302734375,0.2432160228490829,3.4028234663852886e+38,1
20.42,1.835,2,8,4,2.25,1,1,1,0,2,100,151,1,-1.0,0.008214927278459072,0.8349999785423279,-3978.3125,-0.040781915187835686,3.4028234663852886e+38,1
16.0,3.125,2,9,4,0.085,0,1,1,0,2,0,7,0,0.0,0.008214927278459072,2.125,-24.109865188598636,0.06342761218547821,3.4028234663852886e+38,1
19.5,0.165,2,11,4,0.04,0,0,0,1,2,380,1,0,1.0,0.02233048714697361,0.16500000655651093,-121450.078125,-0.15161682665348053,3.4028234663852886e+38,0
19.42,7.25,2,7,4,0.04,0,1,1,0,2,100,2,0,0.0,0.008214927278459072,6.25,-3978.3125,0.15420617163181305,3.4028234663852886e+38,1
23.08,2.5,2,8,4,1.085,1,1,11,1,2,60,2185,1,0.0,0.02233048714697361,-8.5,3.368560791015625,3.402823466385289e+38,3.4028234663852886e+38,1
20.17,8.17,2,6,4,1.96,1,1,14,0,2,60,159,1,-1.0,0.008214927278459072,-5.829999923706055,3.368560791015625,3.402823466385289e+38,3.4028234663852886e+38,1
19.58,0.665,2,9,4,1.665,0,0,0,0,2,220,6,0,0.0,0.008214927278459072,0.6650000214576721,-35123.35546875,-0.03432928770780564,3.4028234663852886e+38,0
27.83,1.54,2,9,4,3.75,1,1,5,1,2,100,4,1,0.0,0.02233048714697361,-3.4600000381469727,-3978.3125,3.402823466385289e+38,3.4028234663852886e+38,1
31.67,16.165,2,2,4,3.0,1,1,9,0,2,250,731,1,-1.0,0.008214927278459072,7.164999961853027,-47409.6171875,0.4453554153442383,3.4028234663852886e+38,1
20.25,9.96,2,10,2,0.0,1,0,0,0,2,0,1,1,-1.0,0.008214927278459072,9.960000038146973,-24.109865188598636,0.5198454260826111,3.4028234663852886e+38,1
21.75,1.75,1,5,3,0.0,0,0,0,0,2,160,1,0,0.0,0.008214927278459072,1.75,-15950.833984375,0.047089971601963036,3.4028234663852886e+38,0
28.75,1.165,2,4,4,0.5,1,0,0,0,1,280,1,0,0.0,0.008214927278459072,1.1649999618530271,-61495.87890625,0.004727623425424099,3.4028234663852886e+38,1
39.25,9.5,2,7,4,6.5,1,1,14,0,2,240,4608,1,-1.0,0.008214927278459072,-4.5,-43114.1953125,3.402823466385289e+38,3.4028234663852886e+38,1
26.0,1.0,2,11,4,1.75,1,0,0,1,2,280,1,1,0.0,0.02233048714697361,1.0,-61495.87890625,0.0,3.4028234663852886e+38,1
39.5,4.25,2,8,5,6.5,1,1,16,0,2,117,1211,1,-1.0,0.008214927278459072,-11.75,-6639.52685546875,3.402823466385289e+38,3.4028234663852886e+38,1
23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,1,0.0,0.02233048714697361,-1.5,-24.109865188598636,3.402823466385289e+38,3.4028234663852886e+38,1
20.17,9.25,2,8,4,1.665,1,1,3,1,2,40,29,1,0.0,0.02233048714697361,6.25,794.2091064453125,0.4144560098648071,3.4028234663852886e+38,1
28.67,1.04,2,8,4,2.5,1,1,5,1,2,300,1431,1,0.0,0.02233048714697361,-3.9600000381469727,-71886.71875,3.402823466385289e+38,3.4028234663852886e+38,0
22.5,8.5,2,11,4,1.75,1,1,10,0,2,80,991,0,0.0,0.008214927278459072,-1.5,-1587.471923828125,3.402823466385289e+38,3.4028234663852886e+38,0
31.57,0.625,2,4,4,0.25,0,0,0,0,2,380,2011,0,0.0,0.008214927278459072,0.625,-121450.078125,-0.03954938054084778,3.4028234663852886e+38,1
26.92,13.5,2,11,8,5.0,1,1,2,0,2,0,5001,1,-1.0,0.008214927278459072,11.5,-24.109865188598636,0.5523603558540344,3.4028234663852886e+38,0
22.67,10.5,2,11,8,1.335,1,0,0,0,2,100,1,1,-1.0,0.008214927278459072,10.5,-3978.3125,0.5317862629890442,3.4028234663852886e+38,1
34.67,1.08,2,7,4,1.165,0,0,0,0,1,28,1,0,0.0,0.008214927278459072,1.0800000429153442,884.71337890625,0.00238240254111588,3.4028234663852886e+38,1
36.75,4.71,2,1,1,0.0,0,0,0,0,2,160,1,0,0.0,0.008214927278459072,4.710000038146973,-15950.833984375,0.13040153682231906,3.4028234663852886e+38,0
29.5,0.46,2,4,4,0.54,1,1,4,0,2,380,501,1,-1.0,0.008214927278459072,-3.539999961853028,-121450.078125,3.402823466385289e+38,3.4028234663852886e+38,0
71.58,0.0,2,8,4,0.0,0,0,0,0,3,184,1,1,-1.0,0.008214927278459072,0.0,-22755.841796875,-3.402823466385289e+38,3.4028234663852886e+38,0
24.92,1.25,2,1,1,0.0,1,0,0,0,2,80,1,0,0.0,0.008214927278459072,1.25,-1587.471923828125,0.018776852637529373,3.4028234663852886e+38,0
62.5,12.75,1,8,8,5.0,1,0,0,0,2,112,1,0,0.0,0.008214927278459072,12.75,-5796.81689453125,0.2141987383365631,3.4028234663852886e+38,1
69.5,6.0,2,1,1,0.0,0,0,0,0,1,0,1,0,0.0,0.008214927278459072,6.0,-24.109865188598636,0.055465597659349435,3.4028234663852886e+38,0
18.83,3.54,1,1,1,0.0,0,0,0,1,2,180,2,0,1.0,0.02233048714697361,3.539999961853028,-21541.673828125,0.10637243837118147,3.4028234663852886e+38,1
25.58,0.0,2,8,4,0.0,0,0,0,0,3,184,1,1,-1.0,0.008214927278459072,0.0,-22755.841796875,-3.402823466385289e+38,3.4028234663852886e+38,0
34.08,2.5,2,8,4,1.0,0,0,0,0,2,460,17,0,0.0,0.008214927278459072,2.5,-183813.4375,0.07710308581590652,3.4028234663852886e+38,1
52.42,1.5,2,2,4,3.75,0,0,0,1,2,0,351,0,1.0,0.02233048714697361,1.5,-24.109865188598636,0.0341186597943306,3.4028234663852886e+38,1
20.75,10.25,2,11,4,0.71,1,1,2,1,2,49,1,1,0.0,0.02233048714697361,8.25,537.3308715820311,0.4772451221942902,3.4028234663852886e+38,0
24.58,12.5,2,9,4,0.875,1,0,0,1,2,260,1,0,1.0,0.02233048714697361,12.5,-51905.03515625,0.2125324159860611,3.4028234663852886e+38,1
40.25,21.5,2,10,9,20.0,1,1,11,0,2,0,1201,1,-1.0,0.008214927278459072,10.5,-24.109865188598636,0.5317862629890442,3.4028234663852886e+38,1
32.67,5.5,2,11,8,5.5,1,1,12,1,2,408,1001,1,0.0,0.02233048714697361,-6.5,-141821.25,3.402823466385289e+38,3.4028234663852886e+38,1
31.25,1.125,2,1,1,0.0,0,1,1,0,2,96,20,0,0.0,0.008214927278459072,0.125,-3436.144287109375,-0.17497870326042175,3.4028234663852886e+38,1
27.83,1.0,1,2,8,3.0,0,0,0,0,2,176,538,0,0.0,0.008214927278459072,1.0,-20359.505859375,0.0,3.4028234663852886e+38,1
18.25,10.0,2,9,4,1.0,0,1,1,0,2,120,2,0,0.0,0.008214927278459072,9.0,-7169.15283203125,0.1848897933959961,3.4028234663852886e+38,0
27.25,0.625,2,6,4,0.455,1,0,0,1,2,200,1,0,1.0,0.02233048714697361,0.625,-27932.515625,-0.03954938054084778,3.4028234663852886e+38,1
59.67,1.54,2,11,4,0.125,1,0,0,1,2,260,1,1,0.0,0.02233048714697361,1.5399999618530271,-51905.03515625,0.09765175729990004,3.4028234663852886e+38,1
32.67,9.0,1,9,8,5.25,1,0,0,1,2,154,1,1,0.0,0.02233048714697361,9.0,-14429.58203125,0.496923565864563,3.4028234663852886e+38,1
46.0,4.0,2,5,3,0.0,1,0,0,0,2,100,961,1,-1.0,0.008214927278459072,4.0,-3978.3125,0.3135238587856293,3.4028234663852886e+38,0
22.92,3.165,1,8,4,0.165,0,0,0,0,2,160,1059,0,0.0,0.008214927278459072,3.164999961853028,-15950.833984375,0.09695018082857132,3.4028234663852886e+38,1
23.5,3.165,1,4,4,0.415,0,1,1,1,2,280,81,0,1.0,0.02233048714697361,2.164999961853028,-61495.87890625,0.06499683111906053,3.4028234663852886e+38,1
25.42,0.54,2,9,4,0.165,0,1,1,0,2,272,445,0,0.0,0.008214927278459072,-0.4600000083446503,-57563.5390625,3.402823466385289e+38,3.4028234663852886e+38,1
52.33,1.375,1,8,8,9.46,1,0,0,1,2,200,101,0,1.0,0.02233048714697361,1.375,-27932.515625,0.026796916499733925,3.4028234663852886e+38,1
16.25,0.835,2,7,4,0.085,1,0,0,0,1,200,1,0,0.0,0.008214927278459072,0.8349999785423279,-27932.515625,-0.005582085344940424,3.4028234663852886e+38,1
15.83,7.625,2,11,4,0.125,0,1,1,1,2,0,161,0,1.0,0.02233048714697361,6.625,-24.109865188598636,0.15910932421684265,3.4028234663852886e+38,0
46.08,3.0,2,8,4,2.375,1,1,8,1,2,396,4160,1,0.0,0.02233048714697361,-5.0,-132898.75,3.402823466385289e+38,3.4028234663852886e+38,0
15.17,7.0,2,10,4,1.0,0,0,0,0,2,600,1,0,0.0,0.008214927278459072,7.0,-323749.3125,0.16374243795871735,3.4028234663852886e+38,1
30.17,1.085,1,8,4,0.04,0,0,0,0,2,170,180,0,0.0,0.008214927278459072,1.0850000381469729,-18646.25390625,0.0068647111766040325,3.4028234663852886e+38,1
19.5,9.585,2,6,4,0.79,0,0,0,0,2,80,351,0,0.0,0.008214927278459072,9.585000038146973,-1587.471923828125,0.1901889145374298,3.4028234663852886e+38,1
28.75,3.75,2,8,4,1.085,1,1,1,1,2,371,1,1,0.0,0.02233048714697361,2.75,-115235.203125,0.2287833243608475,3.4028234663852886e+38,0
17.67,4.46,2,8,4,0.25,0,0,0,0,1,80,1,0,0.0,0.008214927278459072,4.460000038146973,-1587.471923828125,0.04628373682498932,3.4028234663852886e+38,1
13.75,4.0,1,9,4,1.75,1,1,2,1,2,120,1001,1,0.0,0.02233048714697361,2.0,-7169.15283203125,0.15676192939281464,3.4028234663852886e+38,1
34.0,5.085,1,3,5,1.085,0,0,0,1,2,480,1,0,1.0,0.02233048714697361,5.085000038146973,-201404.28125,0.13684779405593872,3.4028234663852886e+38,1
19.17,9.5,2,9,4,1.5,1,0,0,0,2,120,2207,1,-1.0,0.008214927278459072,9.5,-7169.15283203125,0.5091513395309448,3.4028234663852886e+38,1
22.58,1.5,1,6,4,0.54,0,0,0,1,2,120,68,0,1.0,0.02233048714697361,1.5,-7169.15283203125,0.0341186597943306,3.4028234663852886e+38,1
22.5,0.415,2,3,4,0.335,0,0,0,1,1,144,1,0,1.0,0.02233048714697361,0.4149999916553497,-12054.162109375,-0.027225030586123463,3.4028234663852886e+38,0
20.08,1.25,2,8,4,0.0,0,0,0,0,2,0,1,0,0.0,0.008214927278459072,1.25,-24.109865188598636,0.018776852637529373,3.4028234663852886e+38,0
29.58,1.75,1,4,4,1.25,0,0,0,1,2,280,1,0,1.0,0.02233048714697361,1.75,-61495.87890625,0.047089971601963036,3.4028234663852886e+38,0
30.17,0.5,2,8,4,1.75,1,1,11,0,2,32,541,1,-1.0,0.008214927278459072,-10.5,886.5452880859375,3.402823466385289e+38,3.4028234663852886e+38,1
48.08,6.04,2,4,4,0.04,0,0,0,0,2,0,2691,1,-1.0,0.008214927278459072,6.039999961853027,-24.109865188598636,0.4067264199256897,3.4028234663852886e+38,1
63.33,0.54,2,8,4,0.585,1,1,3,1,2,180,1,0,1.0,0.02233048714697361,-2.4600000381469727,-21541.673828125,3.402823466385289e+38,3.4028234663852886e+38,1
16.0,0.165,2,6,4,1.0,0,1,2,1,2,320,2,0,1.0,0.02233048714697361,-1.8350000381469729,-83077.5546875,3.402823466385289e+38,3.4028234663852886e+38,0
31.57,0.5,2,8,5,0.835,1,0,0,1,1,320,1,0,1.0,0.02233048714697361,0.5,-83077.5546875,-0.021457022055983543,3.4028234663852886e+38,1
34.08,6.5,2,6,4,0.125,1,0,0,1,2,443,1,0,1.0,0.02233048714697361,6.5,-169490.234375,0.15750648081302646,3.4028234663852886e+38,1
33.75,0.75,2,4,5,1.0,1,1,3,1,2,212,1,0,1.0,0.02233048714697361,-2.25,-32151.01953125,3.402823466385289e+38,3.4028234663852886e+38,0
24.58,13.5,1,1,1,0.0,0,0,0,0,2,184,1,0,0.0,0.008214927278459072,13.5,-22755.841796875,0.2190084457397461,3.4028234663852886e+38,1
36.17,5.5,2,3,5,5.0,0,0,0,0,2,210,688,0,0.0,0.008214927278459072,5.5,-31427.935546875,0.14344939589500427,3.4028234663852886e+38,1
51.92,6.5,2,3,5,3.085,0,0,0,1,2,73,1,0,1.0,0.02233048714697361,6.5,-939.6777954101562,0.15750648081302646,3.4028234663852886e+38,0
17.25,3.0,2,4,4,0.04,0,0,0,1,2,160,41,0,1.0,0.02233048714697361,3.0,-15950.833984375,0.09244489669799803,3.4028234663852886e+38,1
39.92,0.54,1,6,4,0.5,1,1,3,0,2,200,1001,1,-1.0,0.008214927278459072,-2.4600000381469727,-27932.515625,3.402823466385289e+38,3.4028234663852886e+38,1
32.83,2.5,2,13,8,2.75,1,1,6,0,2,160,2073,1,-1.0,0.008214927278459072,-3.5,-15950.833984375,3.402823466385289e+38,3.4028234663852886e+38,1
31.67,0.83,2,14,4,1.335,1,1,8,1,2,303,3291,1,0.0,0.02233048714697361,-7.170000076293945,-73514.34375,3.402823466385289e+38,3.4028234663852886e+38,1
20.42,7.5,2,4,4,1.5,1,1,1,0,2,160,235,1,-1.0,0.008214927278459072,6.5,-15950.833984375,0.4233261346817017,3.4028234663852886e+38,0
31.92,4.46,2,13,8,6.04,1,1,3,0,2,311,301,1,-1.0,0.008214927278459072,1.4600000381469729,-77942.6796875,0.08558705449104309,3.4028234663852886e+38,1
